"Resturants_name","Resturants_phone","Resturants_Review_user","Resturants_Review_feedback","Resturants_Review_photos_image"
"Rocco’s","(206) 448-2625","Lydia L.","Came here again (yes, again & again) for team lunch. We had 10 people so made a reservation ahead of time.
We ordered one whole Bahn Mi Pork pizza, half Bahn Mi Portobello pizza (yes they have a vegetarian version!!!), half Veggie Box pizza, and one whole BBQ Pork pizza.
The Banh Mi pizza was still great, but didn't taste as flavorful as usual. Its vegetarian version (with portobello mushroom) tasted almost no difference from the original. I loved it!!! The BBQ Pork was good as always but a bit too cheesy for me, since I'm never a big fan of cheese. I didn't try the Veggie Box but heard that it was okay, not impressive.
As usual, the pizzas were so gigantic that we had half pizza left over.","https://s3-media0.fl.yelpcdn.com/bphoto/ZPISg00dD2ilOP08V-8UWw/348s.jpg"
"Rocco’s","(206) 448-2625","Lydia L.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/fkBYqqbAnKoIYSdVokloqA/168s.jpg"
"Rocco’s","(206) 448-2625","Lydia L.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/s9Ad9ak3mXItI5WSUNTdWg/168s.jpg"
"Rocco’s","(206) 448-2625","Christina P.","I spent 5 days in Seattle and ate here twice because it was that good. It is not cheap whatsoever, but it is worth it. Honestly the best pizza and caesar salad I've had. The first night I had a slice that the Chef's had made up - it was vegetarian. The slices are huge and more than enough. The second night I got the BBQ chicken pizza - the bacon and ranch were too sweet for my taste, but the crust was phenomenal.
The staff is friendly and very attentive. I did not have to wait for a table; however, I came at off hours and probably missed the rush.","https://s3-media0.fl.yelpcdn.com/bphoto/arzMUb8Qx-GyyQWbP9rndw/348s.jpg"
"Rocco’s","(206) 448-2625","Jimmy D.","Pizza came out luke warm for a pizza that was heavier on the cheese. I expected the crust to have a crisp to it since it was reheated, but it was not there either.
Mushroom pizza had a lot of mushrooms, so it was very flavorful. The combo pizza pretty much reminded me of costco pizza. So maybe their toppings are just from costco....
Only thing going is that it was open late and the slices are big. There was a lot left to be desired here.
It was interesting that you need to be seated here for a slice of pizza. I was expecting more of a fast pace for a slice of pie.","https://s3-media0.fl.yelpcdn.com/bphoto/ZIX6Pdh0nucqRmnvIN961g/168s.jpg"
"Rocco’s","(206) 448-2625","Jimmy D.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/xI_BNYqs5Jxw_zFgdqYR9w/168s.jpg"
"Rocco’s","(206) 448-2625","Gustavo A. L.","After 5 days of nothing but conference hotel food, I was craving a good old fashioned pizza. So I went to Yelp to find the nearest joint and Rocco's came up about a mile away. It was a windy and blustery afternoon so I was hoping the place was worth the long, cold walk from my hotel.
Rocco's came through with flying colors. The service was good despite the fact that they were quite busy. I went with a good vegetable pizza, the portions are quite generous, plenty of toppings to satisfy your cravings and it is done just right.
All this washed down with a good IPA Beer and I was refueled and ready for the trek back to my conference.
I am glad I ventured out to Rocco's as it was a very good experience overall.","https://s3-media0.fl.yelpcdn.com/bphoto/LTfmOCtSMwI9Bk9HeGQbhQ/168s.jpg"
"Rocco’s","(206) 448-2625","Gustavo A. L.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/j0pmc8zQmVhbzE7_RcHw5w/168s.jpg"
"Rocco’s","(206) 448-2625","Jennifer J.","I was looking for a quick and affordable lunch in downtown Seattle, and as I walked by Rocco's the smell of garlic and pizza crust drew me in. I grabbed a seat at the bar, and the gentleman sitting beside me immediately asked if I had been there before. I said no, and he said well you are in for some of the best pizza in Seattle. Of course, I was now even more excited.
I ordered a beer while I took a look at the pizza menu. Luckily they have slices here, so I was able to order two that I wanted to try. The first was a veggie slice, topped with all things amazing goodness. Including two of my favorites, artichoke hearts and goat cheese. It was so delicious I didn't even notice there wasn't any meat on it. Once I saw the size of the slices, I realized I should probably have just gotten one. So I took my second slice, a pulled pork and bacon phenomenon, to go. I enjoyed it later for dinner. Actually I only enjoyed half of it, as I was still pretty full from the first piece! It was smothered in barbecue sauce, amazingly prepared pork, and generous amounts of bacon and cheese.
I would be remiss if I didn't mention how fantastic the crust was at Rocco's. I can see why the dude next to me like that so much. It was crusty, roasty, and perfectly flavored. It made me miss the crust at Goat Mountain Pizza, which used to be my go-to pizza spot in Bellingham.
The service was so friendly and helpful. The bartender will apparently make you a concoction based on your mood and your choice in liquor. While I was tempted, it was more of a beer type of afternoon since I had a lot of things to do. However, I am definitely going to return and have one of his signature cocktails in the future!","https://s3-media0.fl.yelpcdn.com/bphoto/OJW1t8j_a793rEOi0BTvTg/168s.jpg"
"Rocco’s","(206) 448-2625","Jennifer J.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/r1lcQV14QUNT7KLJYp8pZg/168s.jpg"
"Rocco’s","(206) 448-2625","Ginely H.","Haaaaaaannndssss doooooownnn this is the best pizza I've ever tasted!!
I highly recommend this pizza place for both great customer service and food quality! My husband and I along with two other friends went into this pizza parlor hoping to just satisfy our pizza craving. Boy was it the right decision, we found that this place had several good reviews on yelp and said what the heck let's just try it.
Well when we got there it was a 30 minute wait for a table of 4. Okay, fine, whatever put us on the waiting list. We were finally called up by the awesome security guy and went in to try the food.
We were sat on a nice round table towards the end of the bar/pizza parlor. We ordered drinks and commented to the waiter that the boys were starving. We were about to order two pizzas when he said ""I've had several previous customers who are only able to finish one pizza, do you want to try that and order more if you're still hungry?"" Everyone said sure fine let's do that.
So we ordered a nice appetizer of mozzarella cheese sticks with alcohol beverages. Hmm were those cheese sticks delicious! Highly recommend the pizza, the mozzarella cheese sticks, and the some beverages to go with it.
Awesome! Awesome! Awesome! I don't know what other way to put it (:","https://s3-media0.fl.yelpcdn.com/bphoto/L_SNuetjQYIebKyfFWCcuA/168s.jpg"
"Rocco’s","(206) 448-2625","Ginely H.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/jVUjbbk9ItEY6HzhdXLkYg/168s.jpg"
"Rocco’s","(206) 448-2625","Abbie B.","Pizza was OK. I was expecting more since this spot has a good amount of reviews, but it seems to be a hype. The pizza tasted just like any other pizza out there & there wasn't an ""omg this is soo good"" moment. I didn't taste anything out of the ordinary. I also didn't like their pepperoni. Our server was great though & he was very attentive. I do love the decor & theme of the pizza parlor, I think that's what makes it unique.","https://s3-media0.fl.yelpcdn.com/bphoto/32oLh_BiKo_rFsQRuUf87Q/348s.jpg"
"Rocco’s","(206) 448-2625","Abbie B.","Pizza was OK. I was expecting more since this spot has a good amount of reviews, but it seems to be a hype. The pizza tasted just like any other pizza out there & there wasn't an ""omg this is soo good"" moment. I didn't taste anything out of the ordinary. I also didn't like their pepperoni. Our server was great though & he was very attentive. I do love the decor & theme of the pizza parlor, I think that's what makes it unique.","https://s3-media0.fl.yelpcdn.com/bphoto/PPVg5klFo68necg72Q3r1g/168s.jpg"
